,frac_C,frac_H+,frac_H-,frac_CH3+,frac_CH3-,frac_C2H5+,frac_C2H5-,C_mean_r,C_mean_c,C_std_r,C_std_c,C_corr_rc,H+_mean_r,H+_mean_c,H+_std_r,H+_std_c,H+_corr_rc,H-_mean_r,H-_mean_c,H-_std_r,H-_std_c,H-_corr_rc,CH3+_mean_r,CH3+_mean_c,CH3+_std_r,CH3+_std_c,CH3+_corr_rc,CH3-_mean_r,CH3-_mean_c,CH3-_std_r,CH3-_std_c,CH3-_corr_rc,C2H5+_mean_r,C2H5+_mean_c,C2H5+_std_r,C2H5+_std_c,C2H5+_corr_rc,C2H5-_mean_r,C2H5-_mean_c,C2H5-_std_r,C2H5-_std_c,C2H5-_corr_rc,H+_nn_mean,H+_nn_std,H-_nn_mean,H-_nn_std,CH3+_nn_mean,CH3+_nn_std,CH3-_nn_mean,CH3-_nn_std,C2H5+_nn_mean,C2H5+_nn_std,C2H5-_nn_mean,C2H5-_nn_std,dist_H+-H-_mean,dist_H+-H-_std,dist_H+-CH3+_mean,dist_H+-CH3+_std,dist_H+-CH3-_mean,dist_H+-CH3-_std,dist_H--CH3+_mean,dist_H--CH3+_std,dist_H--CH3-_mean,dist_H--CH3-_std,dist_CH3+-CH3-_mean,dist_CH3+-CH3-_std,dist_H+-C2H5+_mean,dist_H+-C2H5+_std,dist_H+-C2H5-_mean,dist_H+-C2H5-_std,dist_H--C2H5+_mean,dist_H--C2H5+_std,dist_H--C2H5-_mean,dist_H--C2H5-_std,dist_C2H5+-C2H5-_mean,dist_C2H5+-C2H5-_std,rdf_nc_bin0,rdf_nc_bin1,rdf_nc_bin2,rdf_nc_bin3,rdf_nc_bin4,rdf_nc_bin5,rdf_nc_bin6,rdf_nc_bin7,rdf_nc_bin8,rdf_nc_bin9,fft_top0,fft_top1,fft_top2,fft_top3,fft_top4,fft_top5,fft_top6,fft_top7,fft_top8,fft_top9,fft_top10,fft_top11,fft_top12,fft_top13,fft_top14,fft_top15,fft_top16,fft_top17,fft_top18,fft_top19,row_marginal_0,row_marginal_1,row_marginal_2,row_marginal_3,row_marginal_4,row_marginal_5,row_marginal_6,row_marginal_7,row_marginal_8,row_marginal_9,col_marginal_0,col_marginal_1,col_marginal_2,col_marginal_3,col_marginal_4,col_marginal_5,col_marginal_6,col_marginal_7,col_marginal_8,col_marginal_9,Thermal conductivity,Young's modulus,Maximum stress,Strain at maximum stress,Strain at fracture
M5H7-1,0.880942538,0.034105002,0.035035138,0.024906986,0.025010335,0,0,0.49237302,0.496053,0.2888488,0.28881422,0.001901441,0.4938655,0.4893169,0.2812071,0.2855764,-0.039041847,0.5132384,0.4939003,0.28498718,0.28590888,0.036857532,0.5002024,0.49954286,0.29888338,0.28908262,-0.035838326,0.5144628,0.4931713,0.2846598,0.29085726,-0.02825943,0,0,0,0,0,0,0,0,0,0,2.886809239,1.372776106,2.758934827,1.329966012,3.839339943,1.490679175,3.786200561,1.251204124,0,0,0,0,2.79783377,1.327793391,3.258544161,1.417449356,3.069571953,1.47262932,2.982157909,1.418569324,3.1631745,1.460469154,3.1789759,1.429506845,0,0,0,0,0,0,0,0,0,0,0.003431106,0.012206114,0.019859591,0.025701186,0.034038132,0.038769664,0.043537892,0.04796668,0.053711948,0.05411102,0.428095192,0.037564989,0.032258898,0.03155043,0.030929292,0.030701704,0.030420173,0.029879835,0.029716915,0.029539628,0.029516924,0.02922974,0.02917413,0.029168144,0.029113768,0.029105624,0.028936101,0.028689338,0.028224267,0.028184993,0.011959877,0.010609568,0.012369792,0.01171875,0.013020833,0.011393229,0.011176215,0.014648437,0.012586806,0.012695312,0.00853588,0.008463542,0.008391204,0.008463542,0.00817419,0.009042245,0.009042245,0.007667824,0.008443813,0.008522727,19.74,772.460906,122.55665,0.2769,0.2827
M5H7-2,0.881769326,0.038238942,0.030074411,0.023150062,0.026767259,0,0,0.49442273,0.4954856,0.2892728,0.28868255,0.000158311,0.48292682,0.49963352,0.2787822,0.28935748,-0.019724372,0.49266616,0.48473996,0.28536388,0.28514206,-0.021029479,0.5119774,0.5023835,0.28580812,0.29764566,0.060890637,0.47819948,0.50602055,0.28698438,0.28254256,-0.007549329,0,0,0,0,0,0,0,0,0,0,2.664580565,1.318274724,2.817783736,1.448411372,3.671757776,1.618911179,3.615276453,1.167136924,0,0,0,0,2.98918777,1.571674866,3.512278493,1.589358975,2.988453916,1.456191795,3.302274224,1.67315639,3.123469235,1.4019948,3.159685571,1.483045113,0,0,0,0,0,0,0,0,0,0,0.003352713,0.012500897,0.019690244,0.025430145,0.03370542,0.03834087,0.043550542,0.048304078,0.05390737,0.054551054,0.429127038,0.035558298,0.034693856,0.033125695,0.031752374,0.03041653,0.030326257,0.030129461,0.030113535,0.029682592,0.029419445,0.029057395,0.028811729,0.028788889,0.0286294,0.028516963,0.028367691,0.028201284,0.027739618,0.027541995,0.013014763,0.010878011,0.011582168,0.01333042,0.012893357,0.012128497,0.013548951,0.011909965,0.011800699,0.010926573,0.008158508,0.007867133,0.00837704,0.009178322,0.009396853,0.007867133,0.00837704,0.007794289,0.009138589,0.008661793,18.97,773.627144,121.98566,0.2511,0.2848
M5H7-3,0.881355932,0.035345184,0.033381563,0.024700289,0.025217032,0,0,0.4950865,0.49642453,0.28842124,0.28833696,-0.001151749,0.49172726,0.5003469,0.301036,0.28905004,0.00763506,0.49101412,0.48368052,0.28129074,0.2913228,0.002048659,0.47071132,0.47571096,0.29300958,0.28955138,0.007165375,0.48210716,0.5018408,0.2830455,0.29396346,0.013885812,0,0,0,0,0,0,0,0,0,0,2.709978896,1.40732931,2.825795877,1.372897193,3.824208739,1.388426728,3.83885896,1.395560143,0,0,0,0,2.767289549,1.333334567,3.262265878,1.351094963,2.989469707,1.565873481,3.131118617,1.580001837,3.248067679,1.430936607,3.133448102,1.425087849,0,0,0,0,0,0,0,0,0,0,0.003519062,0.012613504,0.02012272,0.025691034,0.034135368,0.038248007,0.043201545,0.047646304,0.05370691,0.054448881,0.420542091,0.036856908,0.034687519,0.034027707,0.033872824,0.033872824,0.03251376,0.031968869,0.02996308,0.029556114,0.02923475,0.02856358,0.028490253,0.028458528,0.02819393,0.028138427,0.027859027,0.027793802,0.027770303,0.027635779,0.013066202,0.012775842,0.012086237,0.013175087,0.011977352,0.012304007,0.010235192,0.011215157,0.012957317,0.011977352,0.009654472,0.007621951,0.008783391,0.008347851,0.009218931,0.007549361,0.008493031,0.007839721,0.009027558,0.008235667,19.7,776.242102,120.91002,0.2543,0.2583
M5H7-4,0.881976023,0.034208351,0.033898305,0.02397685,0.025940471,0,0,0.49422538,0.49609536,0.28903508,0.28857273,0.002328333,0.52210593,0.4992063,0.2809259,0.28705677,-0.049810378,0.48672667,0.50431484,0.2880754,0.28914982,-0.04338461,0.48197016,0.49269435,0.29379332,0.2937796,0.050705454,0.46613544,0.47157136,0.27799302,0.28727305,-0.017350229,0,0,0,0,0,0,0,0,0,0,2.716021607,1.391914519,2.728828748,1.461441322,3.730213101,1.353218339,3.610074973,1.3940783,0,0,0,0,2.731326429,1.249401446,3.465706203,1.636368622,3.152221789,1.49724598,3.118693126,1.594379462,3.178141374,1.33892124,3.189631202,1.371964751,0,0,0,0,0,0,0,0,0,0,0.003499956,0.012551645,0.019834641,0.025664781,0.03359817,0.038890215,0.043576318,0.048019109,0.053912417,0.053786082,0.412157118,0.038407329,0.033865545,0.033286858,0.032463383,0.031988263,0.031492807,0.031174304,0.030866221,0.030866221,0.030746587,0.030170863,0.030138694,0.029432988,0.029276416,0.029086564,0.028861172,0.028761599,0.028515084,0.028441958,0.011480833,0.012453785,0.013244308,0.012478109,0.01204028,0.013244308,0.011711909,0.011274081,0.010836252,0.013244308,0.008610625,0.00941331,0.007807939,0.008026853,0.008610625,0.00890251,0.007880911,0.008464682,0.008915778,0.008119726,19.04,776.056495,123.73959,0.2708,0.2757
M5H8-1,0.871434477,0.039892518,0.038755684,0.025113683,0.024803638,0,0,0.49413672,0.49673763,0.28850567,0.28855208,0.003648696,0.50227475,0.47707912,0.28060904,0.29645467,-0.027322908,0.4836423,0.46711862,0.2927062,0.2865425,0.005370314,0.48238483,0.51799536,0.29972866,0.28297734,-0.078664045,0.49989834,0.51380646,0.28802612,0.28421435,-0.012570889,0,0,0,0,0,0,0,0,0,0,2.68751229,1.297695435,2.710481993,1.338638873,3.807793137,1.357304391,3.841268437,1.379489082,0,0,0,0,2.688144514,1.266054745,3.174853304,1.441644057,3.039681427,1.443665827,3.089833686,1.491172177,3.157535661,1.363562203,3.142038766,1.328703305,0,0,0,0,0,0,0,0,0,0,0.003431634,0.01241322,0.019770961,0.025795605,0.033699242,0.038230582,0.043778556,0.047544453,0.054267292,0.054401788,0.437248319,0.034031115,0.031491917,0.0314462,0.03107577,0.030719783,0.030502457,0.029746475,0.029494816,0.029411474,0.029411474,0.028914072,0.028895108,0.028881965,0.028682509,0.028308168,0.028303932,0.028073421,0.027748585,0.027612481,0.012415148,0.012593783,0.011354502,0.01346463,0.011454984,0.012359325,0.012057878,0.011153537,0.013263666,0.011756431,0.00823955,0.009378349,0.009110397,0.008038585,0.008306538,0.008641479,0.008172562,0.008574491,0.007673195,0.008550132,18.71,757.718618,120.62168,0.2622,0.2695
M5H8-2,0.870917735,0.040719305,0.038445639,0.025527077,0.024390244,0,0,0.49658185,0.49637666,0.28861207,0.28773528,-0.003429422,0.49885476,0.49539706,0.29960623,0.29565972,0.076362645,0.47374117,0.46462092,0.2881777,0.29180863,0.006263978,0.47111684,0.50010294,0.2761878,0.30411634,-0.030954718,0.445587,0.51899594,0.27822372,0.2847269,0.011964437,0,0,0,0,0,0,0,0,0,0,2.542705926,1.323020262,2.71876,1.145707265,3.588803756,1.349404483,3.903768248,1.447528662,0,0,0,0,2.683434288,1.242109191,3.364435566,1.67630992,3.235347739,1.598551734,3.147059351,1.677426415,3.306480354,1.460955842,3.437535446,1.44155711,0,0,0,0,0,0,0,0,0,0,0.003505709,0.012950595,0.020153342,0.025807519,0.034227997,0.03892752,0.043204525,0.047850237,0.053135706,0.053570183,0.445231587,0.034329593,0.033054184,0.031226715,0.030777678,0.029486585,0.029205691,0.028945554,0.028841432,0.028600125,0.028571429,0.028517608,0.028476601,0.028234001,0.028221279,0.027768968,0.027720241,0.027697382,0.027643057,0.027450312,0.013432969,0.012721288,0.013911129,0.011609287,0.013110488,0.010808647,0.012209768,0.011309047,0.012009608,0.010608487,0.009140646,0.009274086,0.007939685,0.008673606,0.008006405,0.008273285,0.007939685,0.007939685,0.007788049,0.009826043,18,755.828767,121.66673,0.2715,0.2742
M5H8-3,0.872157916,0.04175279,0.036171972,0.025527077,0.024390244,0,0,0.49449566,0.4965967,0.28834862,0.28867033,-0.001123853,0.50802946,0.48261034,0.28842905,0.28966156,-0.019064003,0.49257842,0.4949637,0.29192367,0.2820466,-0.069888208,0.48563245,0.48936388,0.29233932,0.28658998,0.139644454,0.45912567,0.49633723,0.28834438,0.29784387,0.030554347,0,0,0,0,0,0,0,0,0,0,2.540451655,1.218287404,2.853920653,1.462188103,3.609674449,1.275194422,3.704286695,1.263351371,0,0,0,0,2.862342643,1.470860373,3.236626483,1.521948823,3.33768759,1.564121227,3.131276567,1.594891372,3.465902205,1.674713338,3.376064577,1.613129869,0,0,0,0,0,0,0,0,0,0,0.003333494,0.012489062,0.019920687,0.025863176,0.033678122,0.038141512,0.043241095,0.04779881,0.053843653,0.055023722,0.437587649,0.035094474,0.030922258,0.030685199,0.030474409,0.030415118,0.029966265,0.029558588,0.029465578,0.029416386,0.029371953,0.029313575,0.029185958,0.029117765,0.028574815,0.028430805,0.028394319,0.028087482,0.027991172,0.02794618,0.012754873,0.012395581,0.011115602,0.01414713,0.011519806,0.012328213,0.012328213,0.011115602,0.011014551,0.013136621,0.008959849,0.008555645,0.008892482,0.008420911,0.008151442,0.008420911,0.00794934,0.008959849,0.008965973,0.00742265,18.11,758.069615,119.08398,0.2394,0.2456
M5H8-4,0.871847871,0.041236048,0.03699876,0.024493592,0.025423729,0,0,0.49526274,0.49603593,0.28935027,0.28812295,-0.007626909,0.500703,0.5128074,0.27982834,0.2994045,0.03542722,0.4919267,0.47568887,0.2870189,0.28754905,0.088093246,0.4759185,0.4890224,0.28082192,0.28943115,-0.006525209,0.45642477,0.49445364,0.28540656,0.28845036,0.078912899,0,0,0,0,0,0,0,0,0,0,2.462495003,1.325015936,2.725316097,1.32657567,3.806562944,1.418516218,3.683401294,1.348604377,0,0,0,0,2.698891067,1.301318799,3.347860372,1.477433034,3.067287526,1.605993743,3.027542275,1.531391837,3.439233368,1.797312733,3.4498124,1.647673559,0,0,0,0,0,0,0,0,0,0,0.003482808,0.012494697,0.019641853,0.025703715,0.033934192,0.0383247,0.043125647,0.048179172,0.054057521,0.054389029,0.429493546,0.038679428,0.034412108,0.031530108,0.031530108,0.031205019,0.030229302,0.030189957,0.030189957,0.029988093,0.029787457,0.02915551,0.028980453,0.028495645,0.028492626,0.028227227,0.027485838,0.027407827,0.027342461,0.027177364,0.012365591,0.012007168,0.013004032,0.012096774,0.012802419,0.013104839,0.012701613,0.011693548,0.011794355,0.010383065,0.009005376,0.008064516,0.009206989,0.007930108,0.008266129,0.008400538,0.008467742,0.007862903,0.008504399,0.009090909,18.61,757.787939,120.2481,0.2617,0.2651
M5H9-1,0.862133113,0.045059942,0.042889624,0.024183547,0.025733774,0,0,0.4933367,0.49560118,0.28922677,0.2882665,0.002223133,0.514181,0.46736512,0.28452265,0.28939492,0.029822574,0.49741405,0.5034102,0.28294948,0.29387778,-0.027869183,0.46471754,0.51575404,0.27414906,0.28881562,0.018655865,0.49892253,0.5193656,0.29648054,0.28757486,-0.077936626,0,0,0,0,0,0,0,0,0,0,2.402376871,1.282077605,2.541097939,1.273710852,3.741584539,1.621342119,3.682190219,1.244953383,0,0,0,0,2.54142205,1.258869312,3.383815477,1.600393923,2.946002166,1.551107226,3.08139776,1.45583161,3.208403959,1.47758332,3.307459163,1.479499581,0,0,0,0,0,0,0,0,0,0,0.003580611,0.012573137,0.020306641,0.025913303,0.033749306,0.038606022,0.043633568,0.047815503,0.053355541,0.053799701,0.447959244,0.035068031,0.031331465,0.030615563,0.030079328,0.02977955,0.02977955,0.029449906,0.02933008,0.02932312,0.028889429,0.028664876,0.028646654,0.027579887,0.027453218,0.027393319,0.027292555,0.027268201,0.027152179,0.026943816,0.010661336,0.012077295,0.012649925,0.014898801,0.011244378,0.011525487,0.0119003,0.011994003,0.013024738,0.012181409,0.008933033,0.008058471,0.008558221,0.007871064,0.009057971,0.008308346,0.007496252,0.008995502,0.008518468,0.008995502,18.12,748.92596,120.10953,0.2776,0.2803
M5H9-2,0.862236461,0.040615957,0.04723026,0.024596941,0.02532038,0,0,0.49370876,0.4986348,0.28913328,0.2882607,-0.003269701,0.5141811,0.4813473,0.28434324,0.28808016,0.00900145,0.47929227,0.46157697,0.28497067,0.29344848,0.030974265,0.4979504,0.47097993,0.29750174,0.29142833,0.035765676,0.4912892,0.50892425,0.275076,0.28546605,-0.000745164,0,0,0,0,0,0,0,0,0,0,2.564738275,1.345893963,2.425210112,1.240357692,3.675872717,1.394970596,3.918199098,1.360807652,0,0,0,0,2.436061692,1.257832609,3.352222701,1.458242314,2.916751883,1.427265818,3.181570178,1.557131065,3.158633216,1.442954321,3.153856717,1.432894905,0,0,0,0,0,0,0,0,0,0,0.003588638,0.012491616,0.0197032,0.025837506,0.034042312,0.03875969,0.0435697,0.047865086,0.053663172,0.053812413,0.450017184,0.034610204,0.032567654,0.031909715,0.031892233,0.030773869,0.029969469,0.029101526,0.028472565,0.028267916,0.028010212,0.027855486,0.027705658,0.027684409,0.02734538,0.027078085,0.026978387,0.026659595,0.02664098,0.02645947,0.011669584,0.012003001,0.012096774,0.012940735,0.012753188,0.012003001,0.011909227,0.012565641,0.012096774,0.012003001,0.009002251,0.009627407,0.008689672,0.009502376,0.007876969,0.008564641,0.007876969,0.007064266,0.00845666,0.008047466,17.96,749.651152,119.16349,0.2493,0.2656
M5H9-3,0.862856552,0.045473336,0.04175279,0.024390244,0.025527077,0,0,0.49311,0.4959236,0.28829944,0.2884228,0.003993643,0.5093958,0.46899074,0.29581416,0.29397434,-0.020515559,0.5046184,0.50841165,0.28325975,0.2867512,0.039963607,0.47778007,0.5196065,0.29253277,0.2885044,-0.114849336,0.49096474,0.49454468,0.291156,0.28695282,-0.038415959,0,0,0,0,0,0,0,0,0,0,2.466843362,1.236252478,2.467208887,1.210314219,3.821638956,1.433908169,3.70206046,1.238392001,0,0,0,0,2.669791952,1.330390246,3.325007,1.467453358,2.976369441,1.402221434,3.156198298,1.760062,3.173894363,1.298574434,3.100476622,1.3153954,0,0,0,0,0,0,0,0,0,0,0.003602853,0.012526547,0.020162629,0.02598411,0.034336898,0.038716183,0.043067362,0.04796661,0.053222455,0.053747688,0.444738418,0.033495825,0.030380566,0.030272428,0.030174954,0.030100251,0.029803388,0.029457876,0.029068453,0.028867356,0.028752293,0.028701307,0.028645506,0.028448572,0.028374271,0.028218323,0.028197315,0.028188312,0.028060243,0.028054202,0.012392196,0.011303693,0.012622457,0.012528259,0.011868877,0.011492087,0.01177468,0.012151469,0.013187641,0.012716654,0.008917357,0.008038181,0.008414971,0.009231349,0.007598593,0.008603366,0.008477769,0.008477769,0.008357882,0.008631911,17.34,748.537222,123.21057,0.2886,0.2899
M5H9-4,0.861409673,0.043613063,0.045059942,0.027077305,0.022840017,0,0,0.4924766,0.4955934,0.28857186,0.2876426,-0.002413932,0.5037279,0.5081332,0.28272143,0.28870213,0.017358057,0.5031047,0.48285648,0.293084,0.2988607,0.014111501,0.49227333,0.48227456,0.2937523,0.2959217,-0.019059667,0.5126918,0.5199785,0.28667855,0.29535067,0.045933975,0,0,0,0,0,0,0,0,0,0,2.357738333,1.228735256,2.511073315,1.218931997,3.644751899,1.301108308,4.008032499,1.612710097,0,0,0,0,2.456649323,1.178577413,3.184563972,1.392523259,3.116543343,1.422717264,2.939041161,1.367922281,3.44923879,1.472842669,3.386331502,1.465354146,0,0,0,0,0,0,0,0,0,0,0.003596867,0.012515577,0.02008611,0.025503017,0.033930852,0.038283045,0.043229818,0.04832005,0.053802637,0.054065359,0.447914302,0.036305003,0.033801321,0.032740407,0.031808354,0.031680364,0.029361743,0.029089827,0.028552648,0.027778544,0.027446162,0.02731658,0.027283374,0.027274424,0.027271254,0.026951186,0.026915826,0.026914844,0.026846105,0.026747687,0.011351396,0.012677107,0.010160328,0.012956749,0.012024609,0.013143177,0.012117823,0.012024609,0.012304251,0.013236391,0.009569973,0.008264976,0.00789212,0.007767835,0.008948546,0.007270694,0.008389262,0.009383545,0.008677378,0.008609586,17.43,748.959656,118.29161,0.2432,0.2576
M5H10-1,0.852625052,0.049710624,0.047747003,0.024286895,0.025630426,0,0,0.4939586,0.4981325,0.28904763,0.28894854,2.42E-05,0.48676538,0.47903377,0.28536537,0.2849754,-0.066735489,0.49398163,0.48312423,0.28586447,0.28892863,0.080506863,0.51712507,0.488965,0.28181314,0.2870557,0.041923648,0.48372343,0.4793603,0.29219818,0.2850146,-0.064766092,0,0,0,0,0,0,0,0,0,0,2.291737244,1.138769931,2.40989079,1.227305664,3.676714171,1.244932934,3.781430781,1.39525947,0,0,0,0,2.416486059,1.213443629,3.358321021,1.623071727,3.045163872,1.558075958,3.138432994,1.593690288,3.27806389,1.505750361,3.470306328,1.531080675,0,0,0,0,0,0,0,0,0,0,0.003527242,0.01244498,0.01973739,0.025667678,0.033770521,0.038619736,0.043381216,0.048013324,0.053669998,0.054501249,0.461039037,0.031935018,0.030686237,0.030159421,0.030016644,0.029852103,0.029456016,0.029292542,0.02842316,0.027733864,0.027733864,0.027627207,0.027551815,0.027456427,0.027413569,0.027234618,0.027011374,0.026645306,0.026432363,0.026299419,0.012233131,0.011921459,0.012447405,0.011132539,0.012009116,0.013674614,0.013323983,0.011570827,0.011658485,0.012009116,0.008999532,0.008824217,0.008415147,0.008941094,0.009057971,0.008356709,0.008181393,0.008356709,0.008160143,0.007331378,17.26,736.90218,118.62326,0.2742,0.2776
M5H10-2,0.852521703,0.050537412,0.047023563,0.025217032,0.024700289,0,0,0.49408796,0.4958752,0.28900093,0.28917405,-0.002743652,0.49014914,0.48975775,0.29490235,0.28492293,0.037469421,0.50844276,0.51452786,0.2763861,0.28608298,0.001439203,0.49095362,0.47801474,0.28374878,0.28527686,0.074105728,0.47050717,0.48656124,0.28984594,0.28499186,-0.069045837,0,0,0,0,0,0,0,0,0,0,2.407813561,1.185279648,2.385865591,1.121202894,3.739454031,1.401144125,3.7518476,1.339377644,0,0,0,0,2.43195495,1.218346473,3.416901714,1.547356562,3.076860338,1.629610335,3.085460632,1.528749667,3.436819239,1.495535078,3.388486921,1.429246848,0,0,0,0,0,0,0,0,0,0,0.003492538,0.012404226,0.019956302,0.025863784,0.033746857,0.038711813,0.04374653,0.048177141,0.053642304,0.053591838,0.451191902,0.035419967,0.034065243,0.029661492,0.029628204,0.029421015,0.02928067,0.028750334,0.028738745,0.028341252,0.02805718,0.027850052,0.027837981,0.02782041,0.027573317,0.027573317,0.027361408,0.027194059,0.027117044,0.027116423,0.012380285,0.011523787,0.012876664,0.012000701,0.012701472,0.012351086,0.011475123,0.013139453,0.011913104,0.011650315,0.007708479,0.009110021,0.009110021,0.00794207,0.008350853,0.008934828,0.009110021,0.00794207,0.007963305,0.008536663,17.74,739.708353,118.50192,0.2693,0.2814
M5H10-3,0.853348491,0.050434064,0.046300124,0.02532038,0.024596941,0,0,0.49296975,0.49379364,0.28796467,0.28895864,-0.000569188,0.5084716,0.5105585,0.2865638,0.28951913,-0.002188514,0.49684232,0.5051453,0.29280198,0.28681982,0.024997975,0.4977103,0.46634382,0.30057126,0.27496117,0.02766583,0.48693377,0.5463609,0.29539016,0.2866611,-0.051722724,0,0,0,0,0,0,0,0,0,0,2.270758149,1.125983017,2.359261333,1.170108465,3.730603872,1.25069077,3.906731252,1.40005,0,0,0,0,2.49622735,1.245646781,3.402838709,1.65292593,3.20563346,1.511750485,3.218758038,1.836837415,3.279184519,1.435078008,3.206925763,1.479559576,0,0,0,0,0,0,0,0,0,0,0.003464279,0.012490965,0.020032305,0.025703209,0.033956659,0.038545645,0.043632802,0.047689997,0.053603874,0.054213599,0.451107562,0.033871617,0.030709919,0.030282753,0.030094245,0.030038297,0.029908493,0.029382864,0.028723894,0.028536959,0.028459825,0.028379347,0.028074637,0.027938012,0.027910614,0.027737286,0.027311835,0.027310953,0.027140571,0.027080288,0.012450082,0.01205857,0.011804087,0.011275546,0.01312544,0.011099366,0.011715997,0.011539817,0.014534884,0.012332629,0.008045572,0.007634484,0.008280479,0.008397933,0.008750294,0.008750294,0.008339206,0.009102654,0.008969184,0.008520725,17.82,735.591493,119.70713,0.2816,0.2852
M5H10-4,0.853555188,0.05002067,0.046506821,0.025527077,0.024390244,0,0,0.49369204,0.49482843,0.28847155,0.28897375,-0.007187954,0.48583958,0.5094376,0.29302573,0.27834228,0.063397752,0.4928726,0.50306964,0.2869051,0.28935102,0.044781828,0.50720847,0.48809442,0.29031962,0.28978458,0.037818462,0.50583917,0.4945059,0.28675452,0.29507843,0.003562017,0,0,0,0,0,0,0,0,0,0,2.322213911,1.135403335,2.397273276,1.248898517,3.756540659,1.237791167,3.681075601,1.360964656,0,0,0,0,2.44541102,1.201465215,3.164668602,1.362634752,3.231133503,1.677470869,3.12637949,1.512604874,3.449861987,1.582756752,3.321128633,1.646510033,0,0,0,0,0,0,0,0,0,0,0.003528391,0.012479344,0.01956957,0.02541779,0.033906602,0.038073477,0.043652622,0.04821475,0.054011283,0.054479505,0.453835338,0.039247695,0.03197363,0.03084125,0.029858403,0.029815571,0.028573105,0.028463764,0.028153311,0.028114406,0.028055374,0.027713694,0.027481334,0.027077816,0.027015906,0.027003013,0.026880143,0.026645826,0.026630465,0.026620017,0.01340861,0.010507332,0.012350035,0.011556104,0.012526464,0.012791108,0.012702893,0.010850388,0.012967537,0.012350035,0.008056928,0.007880499,0.008762644,0.008703834,0.008174547,0.009174312,0.008762644,0.008174547,0.007762879,0.009302624,17.91,739.368948,119.02687,0.2769,0.2798
M6H1-1,0.93013642,0.005374122,0.004547334,0.031211244,0.028730881,0,0,0.4944526,0.49578437,0.28833786,0.2886966,-0.004020458,0.4249531,0.46985006,0.27736437,0.29351345,0.052037369,0.4817073,0.48266563,0.31203896,0.26773953,0.087183023,0.48400906,0.5096812,0.2918883,0.2930153,0.091108847,0.50166696,0.48686138,0.29165465,0.2843526,0.00341538,0,0,0,0,0,0,0,0,0,0,7.999105921,4.579939184,8.337365015,4.54894384,3.532340302,1.197149957,3.584080604,1.252212159,0,0,0,0,7.886070998,5.268034918,2.915895423,1.22374584,2.968621309,1.38493926,2.487503686,1.337758625,3.017643656,1.218497375,3.084463586,1.331977424,0,0,0,0,0,0,0,0,0,0,0.002819217,0.012981984,0.01992473,0.026059074,0.034088748,0.038164724,0.04391185,0.048171245,0.053374908,0.053836852,0.35720104,0.037730422,0.036977846,0.036517072,0.03522864,0.034598704,0.034495816,0.034351345,0.033767499,0.033762291,0.033665936,0.033451468,0.03324721,0.032797605,0.032778315,0.032228228,0.032226011,0.031685445,0.031682208,0.031606827,0.013477975,0.011998685,0.013498521,0.011649408,0.011094675,0.012389053,0.009615385,0.013313609,0.012389053,0.012389053,0.008999014,0.007149901,0.009122288,0.009615385,0.007889546,0.007642998,0.008999014,0.008136095,0.008741259,0.008472297,23.32,830.202129,127.5447,0.2455,0.2472
M6H1-2,0.93013642,0.004960728,0.004960728,0.031107896,0.028834229,0,0,0.4924634,0.49647364,0.28928792,0.28842697,0.000456444,0.5282012,0.49028957,0.2512012,0.27314347,-0.121998824,0.45604673,0.45303673,0.31377012,0.31242138,0.014941896,0.5074548,0.48144603,0.27688926,0.29051566,0.070051803,0.5263135,0.49656764,0.2789003,0.2916913,-0.075590363,0,0,0,0,0,0,0,0,0,0,6.668335189,3.748885053,7.449600967,3.521260962,3.540394097,1.244454143,3.487767631,1.337490922,0,0,0,0,7.52307793,3.742654823,2.798210536,1.276068623,2.924326412,1.558037773,2.156804939,1.037959113,3.555768631,1.826383342,3.201205202,1.520008153,0,0,0,0,0,0,0,0,0,0,0.003047799,0.012335705,0.020204807,0.025958842,0.034274604,0.038209155,0.043897505,0.04741167,0.053888243,0.054105005,0.347062379,0.037294757,0.036904924,0.036628515,0.036483862,0.036423165,0.035748173,0.035159159,0.034452964,0.034044567,0.033654016,0.033582963,0.033559225,0.033238292,0.032895766,0.032812785,0.032696292,0.032586396,0.032395426,0.032376472,0.009368836,0.011341223,0.011649408,0.012758876,0.013868343,0.013683432,0.012943787,0.011279586,0.013683432,0.01183432,0.00887574,0.00949211,0.008999014,0.007889546,0.008752465,0.008136095,0.008136095,0.00739645,0.007799892,0.009279182,22.83,827.697362,127.47072,0.2386,0.249
